Title,Genres,Rank,Popularity,Score,Episodes,Episode length,Release Date
Nyan Koi!,"Comedy,Romance",3231,792,7.15,12,24 min. per ep.,Fall 2009
Higurashi no Naku Koro ni Special: Nekogoroshi-hen,,3183,2123,7.16,1,23 min.,
Kaginado Season 2,"Comedy,Slice of Life",3185,6195,7.16,Unknown,4 min.,Spring 2022
Dr. Stone: Stone Wars - Kaisen Zenya Special Eizou,"Adventure,Sci-Fi",3212,2825,7.15,1,22 min.,
Gundam Build Fighters: GM no Gyakushuu,"Action,Sci-Fi",3181,5984,7.16,1,32 min.,
Genshiken Nidaime OVA,"Comedy,Slice of Life",3180,4516,7.16,1,23 min.,
Ixion Saga DT,"Action,Comedy,Fantasy",3184,1675,7.16,25,24 min. per ep.,Fall 2012
Fate/Grand Order: Zettai Majuu Sensen Babylonia - Initium Iter,"Action,Fantasy,Supernatural",3179,2427,7.16,1,27 min.,
Doraemon Movie 19: Nobita no Nankai Daibouken,"Adventure,Comedy,Fantasy,Sci-Fi",3175,6745,7.16,1,1 hr. 31 min.,
"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer","Drama,Horror,Supernatural,Ecchi",3178,1059,7.16,1,25 min.,
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2","Comedy,Drama,Mystery",3182,3246,7.16,23,24 min. per ep.,Fall 2018
Bai Yao Pu,"Adventure,Fantasy,Mystery,Supernatural",3201,6387,7.15,12,24 min. per ep.,
Choujigen Game Neptune The Animation OVA,"Action,Comedy,Fantasy,Sci-Fi",3172,5316,7.16,3,26 min. per ep.,
Dantalian no Shoka: Ibarahime,"Action,Mystery",3173,4117,7.16,1,24 min.,
Devilman: Tanjou-hen,"Horror,Sci-Fi,Supernatural",3174,3688,7.16,1,50 min.,
Ano Yume wo Nazotte,,3169,13172,7.16,1,3 min.,
Digimon Frontier,"Action,Adventure,Comedy,Drama,Fantasy",3207,1317,7.15,50,23 min. per ep.,Spring 2002
"Wake Up, Girls! Seishun no Kage",,3166,5781,7.16,1,54 min.,
Ushio to Tora,"Action,Comedy,Horror",3165,5027,7.16,10,30 min. per ep.,
Dragon Quest: Dai no Daibouken (2020),"Action,Adventure,Fantasy",3177,2422,7.16,Unknown,24 min.,Fall 2020
Tenchi Souzou Design-bu,"Comedy,Fantasy,Slice of Life",3162,2249,7.16,12,23 min. per ep.,Winter 2021
Bleach: Memories in the Rain,"Action,Adventure,Drama,Fantasy",3170,1538,7.16,1,29 min.,
The iDOLM@STER Prologue SideM: Episode of Jupiter,,3163,6945,7.16,1,34 min.,
"Wake Up, Girls! Shichinin no Idol",,3167,3994,7.16,1,52 min.,
Ultra Maniac,"Comedy,Romance",3164,3413,7.16,26,24 min. per ep.,Spring 2003
Crayon Shin-chan Movie 11: Arashi wo Yobu Eikou no Yakiniku Road,"Action,Adventure,Comedy",3205,7929,7.15,1,1 hr. 30 min.,
Shin Taketori Monogatari: 1000-nen Joou,"Drama,Mystery,Sci-Fi",3156,7456,7.16,42,24 min. per ep.,Spring 1981
Tenchi Muyou! GXP,"Action,Comedy,Sci-Fi",3161,3540,7.16,26,24 min. per ep.,Spring 2002
Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes,"Comedy,Mystery",3160,7994,7.16,1,1 hr. 9 min.,
Super Lovers 2,"Boys Love,Comedy,Drama,Romance,Slice of Life",3159,1993,7.16,10,24 min. per ep.,Winter 2017
Poketoon,"Adventure,Comedy",3152,7383,7.16,Unknown,4 min.,
Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,"Action,Fantasy",3153,6844,7.16,1,1 hr. 10 min.,
Starmyu OVA,,3158,6432,7.16,2,23 min. per ep.,
One Piece: Episode of Sorajima,"Action,Adventure,Fantasy",3149,3792,7.16,1,1 hr. 45 min.,
Yu☆Gi☆Oh!: Duel Monsters GX,"Action,Comedy,Fantasy",3143,998,7.17,180,23 min. per ep.,Fall 2004
Youkai Apartment no Yuuga na Nichijou,"Slice of Life,Supernatural",3142,2322,7.17,26,23 min. per ep.,Summer 2017
Boku no Hero Academia: Ikinokore! Kesshi no Survival Kunren,,3171,1324,7.16,2,23 min. per ep.,
Ranma ½: Nettou Uta Gassen,,3154,6616,7.16,2,25 min. per ep.,
Yes! Precure 5,"Action,Fantasy",3140,4709,7.17,49,24 min. per ep.,Winter 2007
Pokemon Movie 21: Minna no Monogatari,"Action,Adventure,Comedy,Fantasy",3151,3362,7.16,1,1 hr. 45 min.,
Yes! Precure 5 GoGo!,"Action,Fantasy",3141,5709,7.17,48,24 min. per ep.,Winter 2008
Tokyo Marble Chocolate,"Romance,Slice of Life",3139,3811,7.17,2,26 min. per ep.,
To LOVE-Ru: Multiplication - Mae kara Ushiro kara,"Comedy,Romance,Sci-Fi,Ecchi",3137,2915,7.17,1,12 min.,
Seikai no Monshou Special,"Action,Romance,Sci-Fi",3155,8296,7.16,1,1 hr. 30 min.,
Takt Op. Destiny,"Action,Fantasy",3134,465,7.17,12,23 min. per ep.,Fall 2021
Suna no Wakusei feat. Hatsune Miku,,3133,8901,7.17,1,3 min.,
Tears to Tiara,"Action,Adventure,Fantasy",3135,2080,7.17,26,24 min. per ep.,Spring 2009
Star Wars: Visions,"Action,Adventure,Sci-Fi",3131,2187,7.17,9,15 min. per ep.,
Sora no Method: Mou Hitotsu no Negai,"Comedy,Fantasy,Slice of Life",3130,7420,7.17,1,29 min.,
Shinkyoku Soukai Polyphonica Crimson S,"Drama,Fantasy,Romance",3157,3894,7.16,12,25 min. per ep.,Spring 2009
Toaru Hikuushi e no Koiuta,"Adventure,Drama,Romance",3138,1797,7.17,13,24 min. per ep.,Winter 2014
Terra Formars: Bugs 2-hen,"Action,Horror,Sci-Fi",3136,3231,7.17,2,26 min. per ep.,
Shin Gengou Nyankogelion,,3128,9770,7.17,1,1 min.,
Pumpkin Scissors,"Action,Comedy,Drama",3125,3014,7.17,24,23 min. per ep.,Fall 2006
Shakugan no Shana: Koi to Onsen no Kougai Gakushuu!,"Comedy,Fantasy,Romance,Slice of Life,Ecchi",3127,3276,7.17,1,25 min.,
One Piece Movie 05: Norowareta Seiken,"Action,Adventure,Fantasy",3122,2183,7.17,1,1 hr. 35 min.,
Seimei no Kagaku: Micro Patrol,,3126,9265,7.17,26,25 min. per ep.,
Musashi no Ken,,3121,9465,7.17,72,24 min. per ep.,Spring 1985
Xuyuan Shenlong,"Comedy,Fantasy",3168,11837,7.16,1,1 hr. 38 min.,
PriPara Movie: Mi~nna no Akogare♪ Let's Go☆Prix Paris,,3124,9817,7.17,1,1 hr. 12 min.,
Moonlight Mile 1st Season: Lift Off,"Adventure,Drama,Sci-Fi",3120,5468,7.17,12,25 min. per ep.,Spring 2007
Oseam,"Adventure,Drama",3123,6751,7.17,1,1 hr. 17 min.,
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,"Comedy,Sci-Fi",3116,4224,7.17,26,1 min. per ep.,
Love Hina Final Selection,"Comedy,Romance,Ecchi",3118,3431,7.17,1,28 min.,
Idol Land PriPara,,3115,11329,7.17,Unknown,Unknown,
Gingitsune,"Slice of Life,Supernatural",3113,2533,7.17,12,24 min. per ep.,Fall 2013
Genius Party,"Action,Avant Garde,Fantasy,Romance,Sci-Fi",3112,3214,7.17,7,14 min. per ep.,
Lady Georgie,"Drama,Romance",3117,5756,7.17,45,24 min. per ep.,Spring 1983
Fushigiboshi no☆Futagohime Gyu!,,3110,7102,7.17,52,24 min. per ep.,Spring 2006
Galaxy Angel Z,"Comedy,Sci-Fi",3111,5632,7.17,9,24 min. per ep.,Winter 2002
Doraemon: Nobita's the Night Before a Wedding,,3109,9024,7.17,1,26 min.,
Gokushufudou,"Comedy,Romance,Slice of Life",3114,610,7.17,5,17 min. per ep.,
Ookiku Furikabutte: Natsu no Scorebook,"Comedy,Sports",3150,8136,7.16,2,1 hr. 30 min. per ep.,
Street Fighter II Movie,,3132,3652,7.17,1,1 hr. 41 min.,
Deadman Wonderland,"Action,Horror,Sci-Fi,Supernatural",3105,95,7.17,12,24 min. per ep.,Spring 2011
Digimon Adventure tri. 5: Kyousei,"Action,Adventure,Comedy,Drama",3106,2760,7.17,1,1 hr. 36 min.,
Dazzling White Town,,3104,10696,7.17,1,9 min.,
Date A Live,"Comedy,Romance,Sci-Fi",3102,137,7.17,12,25 min. per ep.,Spring 2013
Dash! Kappei,"Comedy,Sports,Ecchi",3101,7396,7.17,65,25 min. per ep.,Fall 1981
Princess Nine: Kisaragi Joshikou Yakyuubu,"Drama,Romance,Sports",3054,5320,7.18,26,25 min. per ep.,Spring 1998
Shin Shirayuki-hime Densetsu Prétear,"Comedy,Drama,Fantasy,Romance",3129,2416,7.17,13,23 min. per ep.,Spring 2001
Doraemon Movie 23: Nobita to Robot Kingdom,"Adventure,Comedy,Fantasy",3108,6144,7.17,1,1 hr. 21 min.,
Shakugan no Shana-tan II (Second),,3033,2943,7.19,3,6 min. per ep.,
Doraemon Movie 17: Nobita to Ginga Express,,3107,6561,7.17,1,1 hr. 37 min.,
Red Shoes,"Comedy,Romance",3031,12954,7.19,1,1 hr. 32 min.,
Maria-sama ga Miteru 4th Specials,,3119,7100,7.17,11,1 min. per ep.,
Sarusuberi: Miss Hokusai,"Drama,Supernatural",3032,3424,7.19,1,1 hr. 30 min.,
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru","Comedy,Romance",3029,489,7.19,10,24 min. per ep.,Fall 2013
One Piece Film: Gold Episode 0 - 711 ver.,"Action,Adventure,Comedy,Fantasy",3028,4153,7.19,1,10 min.,
Days (TV),,3103,1402,7.17,24,24 min. per ep.,Summer 2016
Mr.AFFECTiON,,3026,10544,7.19,1,3 min.,
Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,,3025,7647,7.19,1,26 min.,
Precure All Stars Movie New Stage: Mirai no Tomodachi,,3053,7245,7.18,1,1 hr. 13 min.,
Precure All Stars Movie New Stage 2: Kokoro no Tomodachi,,3052,7792,7.18,1,1 hr. 11 min.,
Shingeki! Kyojin Chuugakkou,,3034,855,7.19,12,17 min. per ep.,Fall 2015
Mobile Suit Gundam SEED Destiny,"Action,Drama,Romance,Sci-Fi",3024,1757,7.19,50,24 min. per ep.,Fall 2004
Maison Ikkoku: Kanketsu-hen,"Comedy,Drama,Romance",3021,6597,7.19,1,1 hr. 6 min.,
Madou King Granzort,"Action,Comedy,Fantasy,Sci-Fi",3019,9552,7.19,41,24 min. per ep.,Spring 1989
Mangaka-san to Assistant-san to The Animation Specials,"Comedy,Slice of Life,Ecchi",3022,2667,7.19,6,8 min. per ep.,
Mahoutsukai Precure!,"Action,Fantasy,Slice of Life",3020,5228,7.19,50,24 min. per ep.,Winter 2016
Kuzu no Honkai,"Drama,Romance",3018,275,7.19,12,22 min. per ep.,Winter 2017
Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,,3055,5115,7.18,1,23 min.,
Hyperventilation,"Boys Love,Drama,Romance",3014,4168,7.19,6,3 min. per ep.,
JoJo no Kimyou na Bouken: Adventure,"Adventure,Drama,Fantasy,Horror,Supernatural",3015,2140,7.19,7,30 min. per ep.,
Housekishou Richard-shi no Nazo Kantei,"Drama,Mystery,Slice of Life",3012,2451,7.19,12,23 min. per ep.,Winter 2020
Huyao Xiao Hongniang,"Comedy,Romance,Supernatural",3013,3030,7.19,13,13 min. per ep.,
Holy Knight Light,"Action,Fantasy",3011,9095,7.19,1,9 min.,
Giant Gorg,"Action,Adventure,Sci-Fi",3008,7231,7.19,26,25 min. per ep.,Spring 1984
Mobile Suit Gundam 00: Tenshitachi no Kiseki,"Action,Sci-Fi",3023,6396,7.19,1,24 min.,
Dragon Ball: Episode of Bardock,"Action,Adventure,Comedy,Fantasy,Sci-Fi",3006,1702,7.19,1,19 min.,
Hakozume: Kouban Joshi no Gyakushuu,"Comedy,Slice of Life",3009,2964,7.19,13,23 min. per ep.,Winter 2022
Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi,"Adventure,Fantasy",3005,7505,7.19,1,1 hr. 31 min.,
Detective Conan: Conan vs. Kid - Jet Black Sniper,"Adventure,Comedy,Mystery",3004,7476,7.19,1,16 min.,
D.C.II S.S.: Da Capo II Second Season,"Comedy,Drama,Fantasy,Romance",3003,3549,7.19,13,24 min. per ep.,Spring 2008
Boku wa Tomodachi ga Sukunai,"Comedy,Romance,Ecchi",3001,196,7.19,12,24 min. per ep.,Fall 2011
Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,"Adventure,Comedy,Romance",2996,2619,7.20,1,46 min.,
Pokemon (2019),"Action,Adventure,Comedy,Fantasy",3030,2318,7.19,Unknown,23 min.,Fall 2019
Kuroko no Basket: Oshaberi Shiyou ka,"Comedy,Sports",3016,4791,7.19,1,15 min.,
Kimi ga Nozomu Eien,"Drama,Romance,Slice of Life",2992,1382,7.20,14,23 min. per ep.,Fall 2003
Hiiro no Kakera 2,"Fantasy,Romance,Supernatural",3010,2648,7.19,13,24 min. per ep.,Fall 2012
Kimi ni Todoke 2nd Season: Kataomoi,,2993,2247,7.20,1,23 min.,
Kiddy Grade,"Action,Sci-Fi,Ecchi",2991,2838,7.20,24,23 min. per ep.,Fall 2002
Music S.T.A.R.T!!,,3027,5150,7.19,1,5 min.,
Kaze no Stigma,"Action,Romance,Supernatural",2990,428,7.20,24,24 min. per ep.,Spring 2007
Inazuma Eleven Go: Chrono Stone,,2988,2629,7.20,51,23 min. per ep.,Spring 2012
"Inari, Konkon, Koi Iroha.","Comedy,Romance,Supernatural",2987,1261,7.20,10,24 min. per ep.,Winter 2014
Girls & Panzer Specials,,2984,3226,7.20,6,12 min. per ep.,
Ihatov Gensou: Kenji no Haru,"Drama,Slice of Life",2986,6343,7.20,1,56 min.,
Kuroshitsuji Recap,"Action,Comedy,Mystery,Supernatural",3017,3104,7.19,1,24 min.,
Fate/kaleid liner Prisma☆Illya 2wei Herz!,"Action,Comedy,Fantasy,Slice of Life",2981,1422,7.20,10,23 min. per ep.,Summer 2015
Kono Bijutsubu ni wa Mondai ga Aru!,"Comedy,Romance",2994,733,7.20,12,24 min. per ep.,Summer 2016
Higurashi no Naku Koro ni Gou,"Horror,Mystery,Supernatural,Suspense",2985,830,7.20,24,23 min. per ep.,Fall 2020
Long Zhi Gu: Poxiao Qibing,"Action,Adventure,Fantasy",2995,7523,7.20,1,1 hr. 30 min.,
Denki-gai no Honya-san,"Comedy,Slice of Life",2977,1476,7.20,12,23 min. per ep.,Fall 2014
Detective Conan OVA 08: High School Girl Detective Sonoko Suzuki's Case Files,"Comedy,Mystery",2978,5153,7.20,1,25 min.,
Cat's Eye,"Action,Adventure,Comedy,Mystery,Romance",3002,4408,7.19,73,25 min. per ep.,Summer 1983
Digimon Adventure tri. 6: Bokura no Mirai,"Action,Adventure,Comedy,Drama",2979,2931,7.20,1,1 hr. 38 min.,
Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,"Comedy,Romance",2974,3227,7.20,6,5 min. per ep.,
C: The Money of Soul and Possibility Control,"Action,Mystery,Suspense",2975,686,7.20,11,22 min. per ep.,Spring 2011
Genius Party Beyond,"Avant Garde,Fantasy,Sci-Fi",2983,4345,7.20,5,16 min. per ep.,
Figure 17: Tsubasa & Hikaru,"Sci-Fi,Slice of Life",2982,5122,7.20,13,47 min. per ep.,Spring 2001
Date A Live II,"Comedy,Romance,Sci-Fi",2976,312,7.20,10,28 min. per ep.,Spring 2014
Dimension W,"Action,Sci-Fi",2980,697,7.20,12,24 min. per ep.,Winter 2016
Utawarerumono OVA,"Action,Comedy,Fantasy",2967,4213,7.20,3,29 min. per ep.,
Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!,"Comedy,Sports",2972,3243,7.20,1,24 min.,
Zoids Genesis,"Action,Adventure,Comedy",2970,4724,7.20,50,25 min. per ep.,Spring 2005
UQ Holder!: Mahou Sensei Negima! 2 (OVA),"Action,Fantasy,Sci-Fi",2965,3886,7.20,3,22 min. per ep.,
Wagaya no Oinari-sama.,"Adventure,Fantasy,Supernatural",2968,3410,7.20,24,24 min. per ep.,Spring 2008
Toushou Daimos,"Adventure,Drama,Romance,Sci-Fi",2964,7189,7.20,44,24 min. per ep.,Spring 1978
Ajin OVA,"Action,Horror,Mystery,Supernatural",2971,2856,7.20,2,21 min. per ep.,
Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special,,2963,5809,7.20,1,11 min.,
Kakegurui××,"Drama,Mystery",2989,239,7.20,12,24 min. per ep.,Winter 2019
Toaru Kagaku no Accelerator,"Fantasy,Supernatural",2962,969,7.20,12,23 min. per ep.,Summer 2019
The Cockpit,,2960,5180,7.20,3,23 min. per ep.,
The iDOLM@STER Shiny Festa,"Comedy,Drama",2961,4476,7.20,3,23 min. per ep.,
Sword Art Online,"Action,Adventure,Fantasy,Romance",2957,5,7.20,25,23 min. per ep.,Summer 2012
Star Driver: Kagayaki no Takuto,"Action,Romance",2956,1654,7.20,25,25 min. per ep.,Fall 2010
Ayashi no Ceres,"Adventure,Comedy,Drama,Horror,Romance,Supernatural",2973,2446,7.20,24,21 min. per ep.,Spring 2000
Tabisuru Nuigurumi: Traveling Daru,,2958,7619,7.20,1,10 min.,
Rockman.EXE Movie: Hikari to Yami no Program,"Action,Adventure",2953,7919,7.20,1,48 min.,
Sentou Yousei Yukikaze,"Action,Drama,Sci-Fi",2955,4494,7.20,5,37 min. per ep.,
Taiho Shichau zo: Full Throttle,"Action,Comedy",2943,5813,7.21,23,24 min. per ep.,Fall 2007
Tactics,"Comedy,Drama,Mystery,Supernatural",2942,3023,7.21,25,24 min. per ep.,Fall 2004
Uta no☆Prince-sama♪ Maji Love 2000%,"Comedy,Romance",2966,1661,7.20,13,25 min. per ep.,Spring 2013
Puchimas!!: Petit Petit iDOLM@STER,"Comedy,Slice of Life",2952,6005,7.20,74,2 min. per ep.,
Selector Destructed WIXOSS Movie,,2940,4469,7.21,1,1 hr. 29 min.,
Wan Jie Xian Zong 4th Season,"Action,Fantasy,Romance",2969,10415,7.20,48,8 min. per ep.,
Saint Seiya: Shinku no Shounen Densetsu,"Adventure,Fantasy,Sci-Fi",2938,4748,7.21,1,1 hr. 15 min.,
Rurouni Kenshin Recap,"Action,Adventure,Comedy,Romance",2937,5919,7.21,1,47 min.,
Saint Seiya: Tenkai-hen Josou - Overture,"Adventure,Sci-Fi",2939,4013,7.21,1,1 hr. 20 min.,
Rewrite 2nd Season,"Action,Comedy,Fantasy,Romance,Supernatural",2936,1672,7.21,11,24 min. per ep.,Winter 2017
Onegai My Melody,"Comedy,Fantasy",2934,5098,7.21,52,24 min. per ep.,Spring 2005
Ou Dorobou Jing,"Adventure,Comedy,Fantasy,Sci-Fi",2935,3183,7.21,13,24 min. per ep.,Spring 2002
Nogizaka Haruka no Himitsu,"Comedy,Romance",2931,1428,7.21,12,25 min. per ep.,Summer 2008
Tenkuu Senki Shurato,"Action,Fantasy",2959,5557,7.20,38,24 min. per ep.,Spring 1989
Moyashimon Returns,"Comedy,Gourmet,Supernatural",2930,3870,7.21,11,23 min. per ep.,Summer 2012
Shikabane Hime: Aka,"Action,Horror,Supernatural",2941,1547,7.21,13,24 min. per ep.,Fall 2008
Mikan Enikki,"Comedy,Romance,Slice of Life",2928,9025,7.21,30,23 min. per ep.,Fall 1992
Sekirei: Pure Engagement Episode 0,"Comedy,Ecchi",2954,2675,7.20,1,28 min.,
Mahou no Tenshi Creamy Mami,"Comedy,Fantasy,Romance,Sci-Fi",2925,5073,7.21,52,24 min. per ep.,Summer 1983
One Piece: Episode of Alabasta - Prologue,"Action,Adventure,Fantasy",2933,4851,7.21,1,15 min.,
Little Nemo,"Adventure,Fantasy",2923,5742,7.21,1,1 hr. 34 min.,
Kyou no 5 no 2 (TV),"Comedy,Ecchi",2921,3263,7.21,13,23 min. per ep.,Fall 2008
Kyou no 5 no 2,"Comedy,Ecchi",2920,3504,7.21,4,29 min. per ep.,
Oh! Edo Rocket,"Comedy,Drama,Fantasy,Sci-Fi",2932,5187,7.21,26,24 min. per ep.,Spring 2007
Masuda Kousuke Gekijou Gag Manga Biyori,,2926,5866,7.21,12,5 min. per ep.,Winter 2005
Munou na Nana,"Supernatural,Suspense",2951,736,7.20,13,23 min. per ep.,Fall 2020
Kimi no Iru Machi: Tasogare Kousaten,"Drama,Romance",2918,2950,7.21,2,24 min. per ep.,
Kuma Kuma Kuma Bear,"Adventure,Comedy,Fantasy",2919,1520,7.21,12,23 min. per ep.,Fall 2020
Jinrui wa Suitai Shimashita Specials,"Comedy,Fantasy",2916,4304,7.21,6,2 min. per ep.,
Hunter x Hunter Pilot,"Action,Adventure",2915,3751,7.21,1,25 min.,
Love Live! School Idol Festival All Stars,,2924,7722,7.21,1,4 min.,
Le Chevalier D'Eon,"Mystery,Supernatural",2922,2506,7.21,24,25 min. per ep.,Summer 2006
Gugure! Kokkuri-san Specials,"Comedy,Romance,Supernatural",2912,4822,7.21,11,3 min. per ep.,
Hokuto no Ken Movie,"Adventure,Sci-Fi",2914,4240,7.21,1,1 hr. 50 min.,
GS Mikami,"Comedy,Supernatural",2911,5178,7.21,45,24 min. per ep.,Spring 1993
Ginga e Kickoff!!,,2910,3839,7.21,39,25 min. per ep.,Spring 2012
Mirai Nikki,"Action,Supernatural",2929,903,7.21,1,8 min.,
Druaga no Tou: The Sword of Uruk,"Adventure,Fantasy",2906,2158,7.21,12,24 min. per ep.,Winter 2009
Crayon Shin-chan Movie 04: Henderland no Daibouken,"Adventure,Ecchi",2904,6517,7.21,1,1 hr. 37 min.,
Masuda Kousuke Gekijou Gag Manga Biyori 2,,2927,8697,7.21,12,5 min. per ep.,Summer 2006
Kara no Kyoukai Movie 8: Shuushou,,2917,1649,7.21,1,33 min.,
Amagami SS: Tachibana Miya-hen - Imouto,,2903,2612,7.21,1,24 min.,
Amagami SS+ Plus: Extra Episode+ Plus,,2902,3275,7.21,6,3 min. per ep.,
Galaxy Angel 4,"Comedy,Sci-Fi",2907,6247,7.21,13,24 min. per ep.,Summer 2004
Kuroko no Basket: Oshaberi Demo Shimasen ka,"Comedy,Sports",2895,3971,7.22,1,16 min.,
Gear Fighter Dendoh,"Action,Adventure,Sci-Fi",2909,8590,7.21,38,23 min. per ep.,Fall 2000
Daze,,2905,6635,7.21,1,3 min.,
Higurashi no Naku Koro ni Kaku: Outbreak,"Horror,Mystery,Suspense",2913,2284,7.21,1,52 min.,
Kaijuu no Kodomo,"Drama,Mystery,Supernatural",2891,1958,7.22,1,1 hr. 51 min.,
Love Hina Again,"Comedy,Drama,Romance,Ecchi",2896,1984,7.22,3,30 min. per ep.,
Kaitou Joker 2nd Season,"Adventure,Comedy,Mystery",2893,6873,7.22,13,24 min. per ep.,Spring 2015
07-Ghost,"Action,Fantasy",2901,967,7.21,25,23 min. per ep.,Spring 2009
Jormungand: Perfect Order Recap,"Action,Adventure",2890,5169,7.22,1,24 min.,
Hetalia Axis Powers Fan Disc,,2888,4985,7.22,1,10 min.,
Hakushaku to Yousei,"Adventure,Fantasy,Romance",2886,1545,7.22,12,25 min. per ep.,Fall 2008
Golden Kamuy OVA,"Action,Adventure",2884,4045,7.22,1,22 min.,
God Eater,"Action,Fantasy,Sci-Fi",2883,356,7.22,13,23 min. per ep.,Summer 2015
Hifuu Katsudou Kiroku: The Sealed Esoteric History,,2889,6531,7.22,Unknown,30 min.,
Gundam Build Fighters Try,"Action,Sci-Fi",2885,2977,7.22,25,25 min. per ep.,Fall 2014
Kamichama Karin,"Comedy,Fantasy,Romance",2894,2685,7.22,26,24 min. per ep.,Spring 2007
Gamba no Bouken,"Adventure,Suspense",2908,8390,7.21,26,24 min. per ep.,Spring 1975
Genjitsu Shugi Yuusha no Oukoku Saikenki,"Action,Fantasy,Romance",2881,691,7.22,13,24 min. per ep.,Summer 2021
Fate/kaleid liner Prisma☆Illya Movie: Licht - Namae no Nai Shoujo,"Action,Fantasy",2877,3770,7.22,1,1 hr. 35 min.,
Ganbarist! Shun,"Comedy,Sports",2879,8572,7.22,30,26 min. per ep.,Summer 1996
Kaiketsu Zorro,,2892,5395,7.22,52,24 min. per ep.,Spring 1996
Fairy Tail OVA (2016),"Comedy,Fantasy,Ecchi",2875,2068,7.22,3,27 min. per ep.,
Girls & Panzer: Saishuushou Part 3 Specials,,2882,8074,7.22,2,10 min. per ep.,
Fuujin Monogatari,"Drama,Fantasy,Slice of Life,Supernatural",2878,4524,7.22,13,25 min. per ep.,Fall 2004
Dororo to Hyakkimaru,"Action,Adventure,Supernatural",2872,4472,7.22,26,26 min. per ep.,Spring 1969
Doraemon: 2112-nen Doraemon Tanjou,"Comedy,Fantasy",2871,7641,7.22,1,30 min.,
El Cazador de la Bruja,"Adventure,Drama,Mystery",2874,2656,7.22,26,24 min. per ep.,Spring 2007
Doraemon Movie 12: Nobita no Dorabian Nights,"Adventure,Comedy,Fantasy",2870,5627,7.22,1,1 hr. 40 min.,
"Donten ni Warau Gaiden: Ouka, Tenbou no Kakehashi","Action,Supernatural",2869,5739,7.22,1,57 min.,
Dirty Pair,"Adventure,Comedy,Sci-Fi",2868,3676,7.22,24,25 min. per ep.,Summer 1985
Dead Leaves,"Adventure,Comedy,Sci-Fi",2867,1953,7.22,1,52 min.,
Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto,,2887,3245,7.22,12,23 min. per ep.,Spring 2022
Ben-To,"Action,Comedy,Gourmet",2865,632,7.22,12,24 min. per ep.,Fall 2011
Dragon Ball Super: Broly - Skytree Super,"Action,Comedy",2873,4723,7.22,1,4 min.,
B: The Beginning,"Action,Mystery,Supernatural,Suspense",2863,620,7.22,12,23 min. per ep.,
Basquash!,,2864,2818,7.22,26,24 min. per ep.,Spring 2009
A Day Before Us,"Romance,Slice of Life",2861,4530,7.22,19,3 min. per ep.,
Yawara!: Zutto Kimi no Koto ga...,"Action,Comedy,Drama,Slice of Life,Sports",2860,9195,7.22,1,1 hr. 32 min.,
Uragiri wa Boku no Namae wo Shitteiru,"Adventure,Boys Love,Drama,Fantasy",2858,1823,7.22,24,23 min. per ep.,Spring 2010
Gegege no Kitarou (2018),"Comedy,Horror,Supernatural",2880,2762,7.22,97,23 min. per ep.,Spring 2018
Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?,"Action,Comedy,Sci-Fi",2856,5338,7.22,1,30 min.,
Cencoroll Connect,"Action,Sci-Fi",2866,3213,7.22,1,1 hr. 15 min.,
Fantasy Bishoujo Juniku Ojisan to,"Adventure,Comedy,Fantasy",2876,1615,7.22,12,23 min. per ep.,Winter 2022
Suzumiya Haruhi no Yuuutsu (2009),"Comedy,Mystery,Sci-Fi,Slice of Life",2855,367,7.22,14,24 min. per ep.,Spring 2009
Tennis no Ouji-sama: Pair Prince,,2857,7114,7.22,8,10 min. per ep.,
Musekinin Kanchou Tylor OVA,"Adventure,Comedy,Drama,Sci-Fi",2841,5901,7.22,10,37 min. per ep.,
"Wake Up, Girls! Beyond the Bottom",,2859,6091,7.22,1,53 min.,
Shuangsheng Lingtan,,2854,4978,7.22,20,14 min. per ep.,
Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,,2838,987,7.23,1,1 hr. 3 min.,
Yes! Precure 5 GoGo! Movie: Okashi no Kuni no Happy Birthday,"Fantasy,Romance",2836,7473,7.23,1,1 hr. 15 min.,
Saiyuuki Reload Blast,"Action,Adventure,Comedy,Drama,Supernatural",2851,3085,7.22,12,23 min. per ep.,Summer 2017
